Group,Species,N_Years,First_Year,Last_Year,N_Records,Mean_growth_rate,Lower_CI,Upper_CI,Precision
Wasps,Evagetes dubius,46,1970,2015,195,-1.9526,-4.91008488,0.310722303,0.504992356
Lichens,Usnea fragilescens var. mollis,46,1970,2015,131,-1.6902,-4.42779861,1.234380434,0.50504099
NonmarineMolluscs,Dreissena polymorpha,45,1970,2014,51,-0.5591,-3.609090848,2.127583282,0.505415786
Bryophytes,Platygyrium repens,39,1977,2015,169,1.8664,-0.809776544,4.701764018,0.505789065
Craneflies,Erioptera griseipennis,46,1970,2015,81,-0.2601,-3.243046842,2.299191009,0.506493247
AquaticBugs,Hesperocorixa moesta,42,1971,2012,130,1.1261,-1.518231595,4.222366565,0.506510344
Moths,Heterogenea asella,46,1970,2015,196,0.9646,-1.882549741,3.700602223,0.50662144
AquaticBugs,Ranatra linearis,45,1971,2015,357,3.2509,0.694327659,6.145145639,0.506853716
Bees,Andrena trimmerana,45,1971,2015,553,0.1274,-2.279362874,3.101122083,0.50777448
Bryophytes,Hennediella stanfordensis,43,1971,2013,96,-5.1638,-7.851431217,-2.45428149,0.507804106
AquaticBugs,Microvelia reticulata,45,1971,2015,911,2.8241,0.237744767,5.492686056,0.507841847
Lichens,Physcia leptalea,44,1972,2015,66,0.0103,-2.739872955,2.650458015,0.508022932
Hoverflies,Xylota xanthocnema,43,1971,2013,133,-4.5738,-7.476126234,-1.754287165,0.508565314
Gelechiids,Chionodes fumatella,44,1970,2013,117,-1.3599,-4.13754591,1.445292647,0.50864614
Hoverflies,Orthonevra geniculata,38,1976,2013,192,-0.9484,-3.647007309,1.807867466,0.508932738
Lichens,Arthonia stellaris,44,1971,2014,64,-1.6762,-4.340457861,0.919743385,0.509567457
Gelechiids,Scrobipalpa atriplicella,44,1970,2013,148,-2.193,-4.978264102,0.642161939,0.510466069
PlantBugs,Scolopostethus puberulus,44,1972,2015,51,-0.5125,-3.259900404,2.218201938,0.51049917
Bryophytes,Bryum bornholmense,43,1972,2014,102,-0.1009,-2.706626924,2.807312006,0.510687551
Weevils,Hypera suspiciosa,39,1977,2015,73,-0.3028,-3.183052302,2.426662105,0.510724335
Spiders,Scotina gracilipes,43,1970,2012,96,-3.4558,-6.062808998,-0.764174103,0.51119547
Spiders,Philodromus albidus,44,1970,2013,505,5.4633,2.973751705,8.274789398,0.511264434
Carabids,Demetrias monostigma,38,1976,2013,99,0.3211,-2.277528765,3.517130047,0.512077577
Hoverflies,Parasyrphus annulatus,44,1970,2013,168,-3.455,-6.188133512,-0.786096374,0.512383341
Spiders,Pardosa proxima,43,1970,2012,103,1.5588,-0.947367851,4.600004891,0.5126898
Weevils,Cionus tuberculosus,44,1972,2015,242,2.6361,0.020823336,5.471787097,0.513055732
Lichens,Parmelia discordans,43,1972,2014,109,0.9517,-1.772095124,3.575026986,0.513329219
FungusGnats,Exechia nigroscutellata,39,1973,2011,85,0.4371,-1.884947068,3.637200311,0.513676553
Weevils,Tychius junceus,43,1973,2015,151,2.5179,0.032386516,5.473040938,0.513813728
Spiders,Typhochrestus digitatus,43,1970,2012,124,-3.6761,-6.497372658,-0.962363528,0.5139542
Moths,Entephria flavicinctata,43,1973,2015,240,-1.2831,-3.873177595,1.71286465,0.514011847
Lichens,Chaenotheca trichialis,43,1973,2015,247,3.0768,0.382876389,6.042073838,0.514740559
PlantBugs,Derephysia foliacea,44,1972,2015,63,-2.7229,-5.517452907,-0.346345361,0.514900801
Spiders,Xysticus lanio,44,1970,2013,181,1.7191,-0.75826061,4.503104961,0.515289389
Lichens,Skyttea nitschkei,39,1976,2014,76,3.8959,1.298226068,6.673629647,0.515356553
Lichens,Lecanora actophila,46,1970,2015,79,-2.2068,-4.836955554,0.647407072,0.515420103
Ladybirds,Scymnus haemorrhoidalis,44,1971,2014,68,-4.4439,-6.83740739,-1.412103666,0.5155332
Lichens,Opegrapha corticola,46,1970,2015,100,1.7411,-0.279824171,4.740103081,0.515551717
Leaf&SeedBeetles,Psylliodes picina,42,1974,2015,122,-1.9846,-4.919554242,0.418948424,0.515774137
Empid&DolichopodidFlies,Liancalus virens,35,1979,2013,63,0.5426,-1.660867651,3.968500717,0.515786977
Bees,Andrena nigriceps,41,1973,2013,83,-1.7462,-4.654873751,1.01311534,0.516517526
Leaf&SeedBeetles,Orsodacne cerasi,44,1972,2015,61,-0.4104,-3.245624213,2.367637978,0.517012843
AquaticBugs,Plea minutissima,44,1972,2015,912,3.3717,0.739161597,5.994369092,0.51774834
Weevils,Hemitrichapion waltoni,44,1972,2015,85,-1.218,-3.693158314,1.588432397,0.51809037
Craneflies,Limonia nigropunctata,46,1970,2015,107,0.4454,-2.263956184,3.260536729,0.518796663
Weevils,Cleopus pulchellus,46,1970,2015,138,-2.5589,-5.521627779,-0.120069853,0.518844669
FungusGnats,Boletina gripha,40,1972,2011,243,0.8227,-1.298719358,4.232523057,0.51894511
Bryophytes,Hamatocaulis vernicosus,46,1970,2015,197,-0.7047,-3.284780992,2.085074618,0.519185686
Bryophytes,Nardia compressa,44,1972,2015,214,2.4844,-0.076730423,5.315652047,0.519682703
Bees,Eucera longicornis,46,1970,2015,214,-3.5123,-6.320836401,-0.858852435,0.519928165
Leaf&SeedBeetles,Psylliodes affinis,46,1970,2015,600,-1.87,-4.663528862,0.805667157,0.52034234
Lichens,Petractis clausa,45,1970,2014,74,0.8848,-1.633241269,4.049655803,0.52102089
Empid&DolichopodidFlies,Oedalea zetterstedti,41,1974,2014,55,-0.8486,-3.874352613,1.756288936,0.521062001
Hoverflies,Neoascia geniculata,43,1971,2013,266,-1.8615,-4.348957721,1.020157534,0.521398423
Carabids,Acupalpus parvulus,42,1973,2014,125,2.1913,-0.436189127,5.108671188,0.521850825
PlantBugs,Macrolophus rubi,38,1978,2015,56,-0.3238,-3.001598733,2.582125977,0.521988407
Mayflies,Caenis horaria,45,1971,2015,4082,-3.3953,-6.157062579,-0.638168755,0.522230254
Carabids,Amara equestris,43,1970,2012,63,-0.3759,-3.388945421,2.45351985,0.52250868
Carabids,Agonum piceum,35,1978,2012,108,0.5486,-2.197827441,3.596900583,0.522579724
Bryophytes,Riccia cavernosa,44,1971,2014,160,-0.0053,-2.787731326,2.749198615,0.523476532
FungusGnats,Exechiopsis clypeata,37,1974,2010,60,-0.0171,-2.663223446,2.979591189,0.523742774
Lichens,Trapelia placodioides,43,1973,2015,1054,5.6643,3.167749695,8.868928531,0.523894296
Empid&DolichopodidFlies,Euthyneura myrtilli,35,1980,2014,103,0.6901,-1.796267254,3.57081683,0.523898631
Spiders,Trichopternoides thorelli,43,1970,2012,143,-3.8022,-6.554741865,-0.979770073,0.52391761
Empid&DolichopodidFlies,Scellus notatus,41,1974,2014,251,0.7396,-1.832692228,3.687149694,0.524236471
Lacewings,Micromus paganus,45,1970,2014,289,0.6308,-1.912702748,3.493425752,0.524340315
Soldierflies,Oxycera nigricornis,46,1970,2015,247,-2.4129,-5.404539773,0.02397459,0.524442276
AquaticBugs,Sigara stagnalis,39,1977,2015,183,-0.8014,-3.536721351,2.091894388,0.524533117
Moths,Eupithecia denotata,44,1972,2015,66,-2.1139,-4.973719906,0.901605151,0.524566375
Gelechiids,Pseudotelphusa scalella,34,1978,2011,116,-2.1937,-4.671967215,0.659827674,0.524806608
Spiders,Pardosa hortensis,44,1970,2013,255,-1.1796,-4.149974957,1.257825962,0.52502371
Bryophytes,Sanionia uncinata,46,1970,2015,458,1.4291,-0.854949146,4.303443395,0.525243062
Carabids,Agonum viduum,42,1973,2014,181,1.0758,-1.578261422,3.989974776,0.525300445
Bryophytes,Anthelia juratzkana,41,1974,2014,66,-0.1973,-3.021726607,3.051146306,0.525445809
Empid&DolichopodidFlies,Chrysotus blepharosceles,45,1970,2014,263,1.854,-0.482037035,4.900763207,0.525653062
Lichens,Psoroma hypnorum,42,1974,2015,74,1.0011,-1.568825244,4.13774426,0.526239334
Weevils,Tychius meliloti,43,1973,2015,156,2.9415,0.644138224,6.086899889,0.527039007
PlantBugs,Taphropeltus contractus,40,1976,2015,111,-1.9474,-5.011643295,0.364254756,0.52711006
Spiders,Halorates reprobus,44,1970,2013,97,-0.5114,-3.083431089,2.261660881,0.527226541
PlantBugs,Phytocoris reuteri,40,1976,2015,65,0.1616,-2.433051907,3.107903241,0.527426449
Lichens,Caloplaca ochracea,45,1970,2014,83,-0.1005,-2.878545604,2.446179068,0.52770253
Spiders,Allomengea scopigera,42,1970,2011,201,-2.2284,-4.786072008,0.522962609,0.527910541
PlantBugs,Megalonotus chiragra,40,1976,2015,151,0.7273,-1.937875998,3.601103841,0.529715142
Spiders,Centromerus prudens,44,1970,2013,230,-2.5755,-5.346110509,-0.013563306,0.529730971
PlantBugs,Lygus wagneri,45,1971,2015,91,-4.3647,-7.258139617,-1.692248939,0.529766295
Craneflies,Gonomyia lucidula,44,1972,2015,65,-1.8117,-4.697036909,0.530830116,0.529842466
Bryophytes,Bartramia ithyphylla,45,1971,2015,195,-0.4118,-2.7776549,2.8442531,0.530101867
Leaf&SeedBeetles,Crioceris asparagi,41,1975,2015,112,1.2377,-1.185107311,4.156465799,0.531220554
Bryophytes,Syntrichia papillosa,42,1974,2015,472,4.4023,1.862049524,7.200274506,0.531269393
Empid&DolichopodidFlies,Rhamphomyia tibiella,43,1972,2014,223,0.2066,-2.24402346,3.081290953,0.531289989
Craneflies,Tipula obsoleta,45,1971,2015,92,-1.3269,-3.931380556,1.459341121,0.531697252
Bryophytes,Anastrophyllum donnianum,38,1977,2014,79,0.7551,-1.249074959,4.151636253,0.532472114
Millipedes,Brachyiulus pusillus,35,1976,2010,135,2.211,-0.411677002,4.914990495,0.532709659
Weevils,Platypus cylindrus,46,1970,2015,131,-0.0945,-2.907474653,2.697067092,0.533238136
Empid&DolichopodidFlies,Hilara pilosa,42,1972,2013,85,-0.9415,-3.651164911,1.892020955,0.534064767
Bryophytes,Mnium marginatum,42,1973,2014,138,0.5554,-1.904165216,3.250460638,0.534293476
Ladybirds,Myrrha octodecimguttata,45,1971,2015,353,-0.144,-2.580447961,2.458814737,0.535306834
Lichens,Rimularia furvella,45,1970,2014,91,-0.9415,-3.880528391,1.686738244,0.535364861
Lichens,Rinodina atrocinerea,44,1972,2015,99,-0.1069,-2.604955668,2.758489744,0.535481834
Lichens,Tremolecia atrata,46,1970,2015,144,-2.2155,-4.89059587,0.312092865,0.536155495
Wasps,Lindenius panzeri,42,1974,2015,385,1.5754,-0.979344476,4.561460599,0.536351256
Bryophytes,Tetrodontium brownianum,45,1971,2015,95,-0.844,-3.823215377,1.418392975,0.536452395
Bees,Sphecodes hyalinatus,45,1971,2015,439,-0.6729,-3.300178653,1.997080209,0.537034778
Hoverflies,Cheilosia vicina,45,1970,2014,227,-2.5155,-5.219866569,0.277946586,0.537123064
Bees,Andrena helvola,46,1970,2015,502,0.1248,-2.515019938,3.019664801,0.537693899
Bryophytes,Thuidium assimile,45,1971,2015,127,-0.7867,-3.357308665,2.019778389,0.537878466
Gelechiids,Apodia bifractella,42,1971,2012,234,-2.9903,-5.519981275,-0.370254451,0.537888256
Leaf&SeedBeetles,Cassida vibex,44,1972,2015,224,1.7787,-0.313464251,4.903615525,0.537981305
Carabids,Bembidion aeneum,44,1971,2014,496,1.7983,-0.777624301,4.375523187,0.538609682
Caddisflies,Limnephilus vittatus,43,1971,2013,374,-0.1298,-2.733315073,2.662242467,0.539043111
Bryophytes,Didymodon ferrugineus,43,1973,2015,156,0.182,-2.383243833,3.058035511,0.539308055
Caddisflies,Adicella reducta,40,1974,2013,273,4.2388,1.874381619,7.307566585,0.539399258
Bees,Lasioglossum zonulum,46,1970,2015,795,-1.6573,-4.069400951,1.225888454,0.539961692
PlantBugs,Psallus falleni,46,1970,2015,196,-1.6154,-4.008564216,1.312031303,0.54079134
Wasps,Spilomena troglodytes,40,1970,2009,150,-4.4464,-7.248578318,-2.06104375,0.54092013
Caddisflies,Rhyacophila munda,42,1972,2013,325,-1.2608,-3.993956295,1.258413975,0.541099798
Weevils,Taeniapion urticarium,44,1972,2015,184,2.1911,-0.331221614,5.028389478,0.541265089
Carabids,Curtonotus convexiusculus,43,1971,2013,86,-1.1261,-3.945879428,1.425472764,0.541867927
PlantBugs,Tingis cardui,46,1970,2015,846,-0.4492,-2.786757885,2.486049879,0.542073791
NonmarineMolluscs,Lymnaea (stagnicola) fuscus,46,1970,2015,72,-0.9439,-3.454664638,1.986170436,0.542464286
Bryophytes,Scapania ornithopodioides,34,1981,2014,96,0.7008,-1.711005061,3.697116794,0.54261361
Lacewings,Cunctochrysa albolineata,46,1970,2015,410,1.2241,-1.530986702,3.797949274,0.542765688
Spiders,Gongylidiellum latebricola,44,1970,2013,81,-1.6453,-4.23500014,0.990331411,0.543198789
Bees,Lasioglossum rufitarse,44,1971,2014,414,-1.1549,-3.831909239,1.500000919,0.543295922
Leaf&SeedBeetles,Cassida viridis,45,1971,2015,372,0.0662,-2.596783292,2.782581925,0.543350163
Lichens,Anisomeridium ranunculosporum,46,1970,2015,286,1.9682,-0.609376005,4.728744837,0.543510112
PlantBugs,Lygocoris spinolai,40,1976,2015,380,0.3822,-1.723021926,3.630195602,0.543735967
Lichens,Graphina ruiziana,43,1972,2014,96,1.9114,-0.621591422,4.732267135,0.543936823
Carabids,Agonum micans,43,1971,2013,312,0.3594,-2.209510335,3.000782783,0.544627095
PlantBugs,Nysius thymi,38,1978,2015,92,0.4269,-2.067406109,3.445570176,0.544819615
Weevils,Orchestes alni,46,1970,2015,102,-0.9574,-4.029842136,1.288396056,0.544877749
Wasps,Anoplius concinnus,45,1970,2014,113,-2.2806,-5.001161207,0.267191656,0.545021048
Bryophytes,Tortella nitida,43,1973,2015,339,2.3259,-0.185751934,5.035068626,0.54504795
Lichens,Umbilicaria cylindrica,45,1970,2014,103,-0.9941,-4.079758933,0.648309488,0.545649801
PlantBugs,Acompocoris alpinus,36,1980,2015,64,-0.0497,-2.845285095,2.976532291,0.545682068
Spiders,Evarcha arcuata,44,1970,2013,183,2.7663,0.304120661,5.742867274,0.545692237
FungusGnats,Platyura marginata,39,1973,2011,85,0.9456,-1.161880609,4.122828378,0.547074372
RoveBeetles,Olophrum piceum,33,1983,2015,58,0.4316,-2.119587742,3.527072386,0.547528626
Moths,Cyclophora pendularia,42,1973,2014,265,1.6479,-0.693822132,4.459183117,0.548883357
Bees,Coelioxys conoidea,44,1972,2015,271,2.1874,-0.155377955,4.963515199,0.549217866
PlantBugs,Stygnocoris fuligineus,43,1973,2015,268,-0.5744,-2.905122502,2.439963472,0.549361012
Spiders,Drassyllus pusillus,43,1971,2013,313,2.2096,-0.309572824,4.909918405,0.549414989
Lichens,Schismatomma cretaceum,44,1972,2015,111,2.189,-0.232377037,5.080555218,0.549715871
Carabids,Amara lucida,43,1972,2014,69,-1.8113,-4.366997781,0.756299448,0.549792054
Lichens,Collema fasciculare,43,1973,2015,88,0.0026,-2.82063621,2.451648685,0.550051305
FungusGnats,Exechia parvula,39,1973,2011,78,-0.6348,-3.527767823,1.844625735,0.550209375
Weevils,Limnobaris t-album,45,1971,2015,87,0.1653,-2.461924178,2.782265506,0.550584546
Orthoptera,Nemobius sylvestris,34,1981,2014,169,0.4629,-2.171577915,3.091107868,0.550870489
Ladybirds,Coccinella hieroglyphica,43,1973,2015,164,-4.6704,-7.2188997,-1.916500254,0.551631731
Hoverflies,Melangyna arctica,42,1970,2011,220,-5.4414,-8.137287722,-2.82999881,0.55169106
Centipedes,Strigamia crassipes,38,1977,2014,86,-0.1919,-2.90687758,2.801197622,0.551977463
Lichens,Caloplaca obscurella,46,1970,2015,211,3.6386,1.221902926,6.626632632,0.552161568
Bees,Nomada flava,46,1970,2015,1985,3.0871,0.533097722,5.827863595,0.552654077
Weevils,Eutrichapion vorax,46,1970,2015,141,-3.1203,-5.797093626,-0.588485219,0.552971521
Lichens,Bacidia viridifarinosa,42,1974,2015,170,3.6705,1.195361832,6.395593827,0.553387063
Carabids,Dyschirius thoracicus,33,1980,2012,80,0.4073,-2.112926262,3.488261425,0.553847791
Carabids,Bembidion normannum,42,1971,2012,117,-0.5037,-3.170262769,2.280778884,0.553879055
NonmarineMolluscs,Acroloxus lacustris,46,1970,2015,339,-0.1571,-2.910469503,2.573043679,0.553930878
Weevils,Zacladus geranii,44,1972,2015,241,1.5891,-0.817851292,4.578059299,0.554310933
Spiders,Scotina celans,44,1970,2013,132,-2.1024,-4.794149446,0.629940124,0.554768507
PlantBugs,Deraeocoris lutescens,43,1973,2015,853,1.8447,-0.407712673,4.73339952,0.554789166
RoveBeetles,Stenus cicindeloides,33,1983,2015,163,2.1687,-0.43208761,4.919702042,0.555000552
Bryophytes,Bryum violaceum,45,1970,2014,428,-1.1346,-3.681212821,1.589053477,0.555550214
Caddisflies,Stenophylax permistus,44,1971,2014,290,2.3906,-0.006685156,5.170586302,0.555717497
Bryophytes,Cololejeunea rossettiana,44,1971,2014,85,-0.4709,-3.153814326,2.206350668,0.555938523
Lichens,Lecania erysibe s. lat.,46,1970,2015,1608,-0.6898,-3.352147131,1.913218793,0.5559396
Lichens,Placopsis lambii,46,1970,2015,124,-1.0193,-3.796593534,1.469821497,0.556218022
Craneflies,Dictenidia bimaculata,44,1971,2014,76,-1.3122,-4.301635499,0.859271061,0.556225082
Lichens,Solorina saccata,41,1974,2014,102,0.5581,-1.870999807,3.270355214,0.556545201
PlantBugs,Psallus flavellus,46,1970,2015,79,-1.5481,-4.05475183,0.960861703,0.556613083
Caddisflies,Limnephilus extricatus,44,1970,2013,858,-1.6698,-4.319977438,0.87195559,0.556750362
Leaf&SeedBeetles,Cryptocephalus moraei,40,1976,2015,147,0.9766,-1.386083526,3.625563695,0.557446869
Weevils,Gymnetron melanarium,45,1970,2014,63,-0.9785,-3.939713507,1.404633947,0.557819518
PlantBugs,Salicarus roseri,42,1974,2015,108,-1.9581,-4.662493716,0.669550305,0.558424841
Caddisflies,Mystacides nigra,44,1970,2013,241,1.2091,-1.185459058,4.136660187,0.558443905
Gelechiids,Bryotropha umbrosella,44,1970,2013,87,-1.249,-3.913596796,1.356202468,0.558772769
PlantBugs,Orthops kalmii,39,1977,2015,193,1.8953,-0.439753449,4.800040352,0.559482853
Wasps,Psenulus concolor,40,1972,2011,156,-2.6198,-5.167799885,-0.188918486,0.559814531
Bryophytes,Bryum klinggraeffii,45,1971,2015,668,-1.9595,-4.773495931,0.626280463,0.559861718
Empid&DolichopodidFlies,Campsicnemus scambus,41,1973,2013,453,2.0073,-0.222538179,4.911404765,0.560157136
Carabids,Stomis pumicatus,44,1971,2014,218,-0.8186,-3.94051911,1.254943251,0.560323607
Spiders,Clubiona neglecta s.str.,44,1970,2013,227,1.1922,-1.379628132,4.041563106,0.560913658
PlantBugs,Pachybrachius fracticollis,43,1973,2015,88,-0.2419,-2.820657889,2.432974011,0.561220711
Carabids,Laemostenus terricola,43,1971,2013,74,-0.2522,-2.944498235,2.327482185,0.561397448
Wasps,Crossocerus binotatus,44,1970,2013,100,-2.2866,-4.940802399,0.118822703,0.561594836
Bees,Colletes cunicularius,42,1974,2015,112,0.7864,-1.838959896,3.396928303,0.561658411
Empid&DolichopodidFlies,Hilara beckeri,38,1977,2014,82,-0.0408,-2.78017512,2.595195997,0.561674041
Caddisflies,Ceraclea annulicornis,43,1971,2013,162,-0.4504,-2.912357841,2.245483077,0.561750846
Leaf&SeedBeetles,Chrysolina hyperici,44,1972,2015,183,2.2285,-0.319961655,4.720175173,0.561957089
Lacewings,Hemerobius micans,45,1971,2015,437,-0.9238,-3.398735749,1.90597837,0.561999813
Weevils,Synapion ebeninum,45,1971,2015,175,1.4027,-1.156473627,4.226772552,0.562021507
Bryophytes,Brachythecium mildeanum,41,1975,2015,303,5.0327,2.791665658,7.939034551,0.562214224
Empid&DolichopodidFlies,Platypalpus optivus,40,1974,2013,130,0.8861,-1.318825678,3.928977421,0.56240993
Weevils,Stenopterapion tenue,46,1970,2015,240,0.9748,-1.328530777,3.925324964,0.562730093
Weevils,Ceutorhynchus assimilis s.lat.,46,1970,2015,411,-1.562,-3.990181017,1.200841433,0.563089247
Leaf&SeedBeetles,Apteropeda orbiculata,41,1975,2015,158,-1.4819,-4.075354644,1.10330254,0.563236016
Lacewings,Wesmaelius subnebulosus,46,1970,2015,476,-0.4201,-3.364262858,1.95546014,0.563980725
PlantBugs,Teratocoris saundersi,45,1971,2015,116,-2.6651,-5.257593707,-0.103490852,0.56452534
Bees,Hoplitis claviventris,46,1970,2015,420,-0.6577,-3.212290963,2.082743251,0.564911613
Bryophytes,Microbryum curvicollum,46,1970,2015,186,1.0243,-1.35649592,3.73497788,0.564978221
Bryophytes,Herbertus stramineus,44,1972,2015,81,-0.0306,-3.367749924,2.50725408,0.565166371
Carabids,Amara consularis,42,1971,2012,53,-0.3395,-2.868329632,2.500508588,0.566323764
Bryophytes,Herzogiella seligeri,45,1971,2015,95,0.7728,-1.623491543,3.609705435,0.567134162
Weevils,Dorytomus melanophthalmus,44,1972,2015,99,-0.4165,-3.089600709,2.463253162,0.567201588
Lichens,Pseudocyphellaria crocata,46,1970,2015,93,-0.8696,-3.599858987,1.51875115,0.567237445
Weevils,Glocianus distinctus,45,1971,2015,175,-0.2995,-2.785268587,2.267289911,0.567492904
Weevils,Deporaus mannerheimii,46,1970,2015,81,-1.812,-4.506121852,0.296963274,0.568035669
Hoverflies,Sphaerophoria batava,41,1973,2013,292,-1.7346,-4.422416206,1.09079732,0.568089788
Empid&DolichopodidFlies,Campsicnemus armatus,41,1973,2013,118,0.1094,-2.404588597,3.090572426,0.569151525
Leaf&SeedBeetles,Donacia thalassina,46,1970,2015,62,-2.3923,-5.055618861,0.176507313,0.569239087
Leaf&SeedBeetles,Donacia simplex,40,1976,2015,422,2.4084,0.017769546,5.081510101,0.570000179
Bees,Nomada baccata,46,1970,2015,235,-1.5121,-4.192879731,1.132357988,0.570091497
FungusGnats,Exechia spinuligera,41,1971,2011,64,-1.2907,-3.878875301,1.35009736,0.570308245
Lichens,Ramalina cuspidata,44,1972,2015,89,-0.7405,-3.204088724,1.870694654,0.570382277
Spiders,Marpissa muscosa,44,1970,2013,159,4.4204,1.900451529,7.184147773,0.570721949
Moths,Rhodometra sacraria,46,1970,2015,7698,1.6006,-0.70637667,4.371379197,0.570766376
PlantBugs,Dicyphus errans,41,1975,2015,249,-0.1843,-2.93689702,2.375847541,0.570881593
Hoverflies,Neoascia obliqua,39,1975,2013,237,-0.0454,-2.502650963,2.508217778,0.570956844
Bryophytes,Orthothecium intricatum,46,1970,2015,188,-0.1525,-2.566281644,2.443930841,0.571108786
Empid&DolichopodidFlies,Hilara cantabrica,43,1972,2014,58,-1.8807,-4.684973023,0.580313156,0.571191312
Lichens,Porina linearis,43,1973,2015,123,2.3545,-0.179433896,4.976332805,0.571268072
Moths,Anticollix sparsata,46,1970,2015,154,-2.5801,-5.356765462,0.153604549,0.571355547
Caddisflies,Triaenodes bicolor,45,1970,2014,460,1.4274,-1.046739398,3.928526248,0.571472303
Empid&DolichopodidFlies,Rhaphium crassipes,40,1975,2014,108,0.861,-1.29382208,3.645989935,0.571786354
Bryophytes,Rhytidium rugosum,45,1970,2014,78,-1.0026,-3.635053735,1.498635763,0.571831468
